route_id,polyline,start_lat,start_lon,end_lat,end_lon,city,road_type_split,intersection_count,curvature_score,distance_km,duration_min,traffic_level,congestion_index,avg_speed_kmph,time_of_day,weekday,elevation_gain_m,elevation_loss_m,avg_slope_pct,last_updated
R000901,,13.084833,80.299885,13.126517,80.318798,Chennai,"{""highway"": 0.52, ""urban"": 0.4, ""local"": 0.08}",84,0.402,37.0,108.84,2,93,20.4,morning,Tuesday,289.0,50.0,0.78,2025-11-13T11:00:07.371018
R000902,,13.118092,80.260923,13.111972,80.224426,Chennai,"{""highway"": 0.04, ""urban"": 0.6, ""local"": 0.36}",4,0.262,4.02,9.72,2,43,24.81,afternoon,Thursday,208.9,188.8,5.2,2025-11-13T11:00:07.371063
R000903,,17.372509,78.453976,17.417396,78.491006,Hyderabad,"{""highway"": 0.19, ""urban"": 0.42, ""local"": 0.39}",103,0.487,45.12,66.87,2,55,40.48,evening,Wednesday,11.5,8.3,0.03,2025-11-13T11:00:07.371089
R000904,,19.052167,72.883711,19.120406,72.925935,Mumbai,"{""highway"": 0.17, ""urban"": 0.76, ""local"": 0.07}",34,0.961,20.28,57.55,3,47,21.14,morning,Saturday,286.1,199.4,1.41,2025-11-13T11:00:07.371137
R000905,,28.651882,77.190824,28.606632,77.224466,Delhi,"{""highway"": 0.04, ""urban"": 0.37, ""local"": 0.59}",61,0.786,52.81,123.9,5,15,25.57,evening,Monday,112.9,52.4,0.21,2025-11-13T11:00:07.371173
R000906,,17.426444,78.529951,17.413226,78.512291,Hyderabad,"{""highway"": 0.02, ""urban"": 0.81, ""local"": 0.17}",24,0.451,47.93,94.93,0,55,30.29,afternoon,Sunday,288.8,148.5,0.6,2025-11-13T11:00:07.371210
R000907,,18.530113,73.861021,18.498195,73.890571,Pune,"{""highway"": 0.64, ""urban"": 0.34, ""local"": 0.02}",7,0.294,6.69,18.7,3,79,21.47,morning,Saturday,171.6,104.9,2.57,2025-11-13T11:00:07.371251
R000908,,28.585235,77.215063,28.566301,77.255197,Delhi,"{""highway"": 0.06, ""urban"": 0.82, ""local"": 0.12}",113,0.118,40.62,108.41,0,63,22.48,afternoon,Tuesday,183.9,82.3,0.45,2025-11-13T11:00:07.371276
R000909,,13.129143,80.255222,13.038891,80.222361,Chennai,"{""highway"": 0.03, ""urban"": 0.34, ""local"": 0.63}",41,0.296,24.42,41.62,1,76,35.2,morning,Thursday,308.7,34.6,1.26,2025-11-13T11:00:07.371315
R000910,,18.55846,73.862685,18.528238,73.856107,Pune,"{""highway"": 0.62, ""urban"": 0.38, ""local"": 0.0}",41,0.63,33.6,77.2,1,57,26.11,evening,Monday,175.8,122.7,0.52,2025-11-13T11:00:07.371352
R000911,,13.112513,80.254096,13.034774,80.275972,Chennai,"{""highway"": 0.59, ""urban"": 0.4, ""local"": 0.01}",71,0.652,44.83,115.33,4,23,23.32,afternoon,Thursday,299.6,127.0,0.67,2025-11-13T11:00:07.371377
R000912,,17.367521,78.438424,17.432366,78.446392,Hyderabad,"{""highway"": 0.66, ""urban"": 0.25, ""local"": 0.09}",3,0.094,1.42,3.65,3,79,23.34,morning,Thursday,6.9,1.8,0.49,2025-11-13T11:00:07.371403
R000913,,17.359865,78.44646,17.351963,78.475093,Hyderabad,"{""highway"": 0.29, ""urban"": 0.68, ""local"": 0.03}",54,0.666,52.06,70.2,0,25,44.5,afternoon,Monday,53.8,18.2,0.1,2025-11-13T11:00:07.371427
R000914,,13.114584,80.298426,13.077767,80.275048,Chennai,"{""highway"": 0.04, ""urban"": 0.92, ""local"": 0.04}",46,0.05,57.37,125.11,2,7,27.51,afternoon,Thursday,283.4,107.3,0.49,2025-11-13T11:00:07.371451
R000915,,28.62064,77.173304,28.580291,77.212731,Delhi,"{""highway"": 0.69, ""urban"": 0.26, ""local"": 0.05}",44,0.606,16.05,26.54,3,42,36.28,morning,Monday,323.1,89.6,2.01,2025-11-13T11:00:07.371478
R000916,,18.530756,73.8546,18.547479,73.855526,Pune,"{""highway"": 0.17, ""urban"": 0.57, ""local"": 0.26}",142,0.026,56.87,161.56,4,28,21.12,evening,Sunday,143.1,131.2,0.25,2025-11-13T11:00:07.371508
R000917,,13.0981,80.262567,13.066203,80.277921,Chennai,"{""highway"": 0.55, ""urban"": 0.41, ""local"": 0.04}",34,0.732,21.04,42.65,3,95,29.6,evening,Sunday,97.5,78.3,0.46,2025-11-13T11:00:07.371549
R000918,,17.425972,78.521522,17.426515,78.524146,Hyderabad,"{""highway"": 0.29, ""urban"": 0.67, ""local"": 0.04}",164,0.118,58.12,118.01,4,76,29.55,morning,Tuesday,265.4,215.6,0.46,2025-11-13T11:00:07.371585
R000919,,18.484923,73.869989,18.568531,73.867586,Pune,"{""highway"": 0.08, ""urban"": 0.26, ""local"": 0.66}",21,0.396,9.73,18.11,0,44,32.24,evening,Saturday,221.5,219.7,2.28,2025-11-13T11:00:07.371627
R000920,,19.084014,72.864203,19.070321,72.877221,Mumbai,"{""highway"": 0.03, ""urban"": 0.64, ""local"": 0.33}",54,0.865,50.85,110.52,0,23,27.61,evening,Wednesday,172.7,24.6,0.34,2025-11-13T11:00:07.371665
R000921,,13.087354,80.221958,13.096622,80.24966,Chennai,"{""highway"": 0.2, ""urban"": 0.4, ""local"": 0.4}",19,0.552,19.85,74.48,3,78,15.99,evening,Monday,146.2,35.6,0.74,2025-11-13T11:00:07.371703
R000922,,13.05351,80.224124,13.106054,80.249646,Chennai,"{""highway"": 0.1, ""urban"": 0.73, ""local"": 0.17}",6,0.483,2.45,7.54,1,70,19.5,afternoon,Wednesday,104.4,79.9,4.26,2025-11-13T11:00:07.371730
R000923,,17.368926,78.525081,17.417752,78.513985,Hyderabad,"{""highway"": 0.38, ""urban"": 0.36, ""local"": 0.26}",21,0.447,22.24,58.49,3,65,22.81,afternoon,Sunday,200.5,172.9,0.9,2025-11-13T11:00:07.371770
R000924,,19.092602,72.85595,19.033642,72.89141,Mumbai,"{""highway"": 0.42, ""urban"": 0.21, ""local"": 0.37}",82,0.038,52.96,208.45,5,23,15.24,morning,Thursday,198.3,35.0,0.37,2025-11-13T11:00:07.371799
R000925,,13.042553,80.297062,13.098231,80.254488,Chennai,"{""highway"": 0.43, ""urban"": 0.56, ""local"": 0.01}",59,0.754,28.28,68.67,4,92,24.71,evening,Thursday,291.8,143.2,1.03,2025-11-13T11:00:07.371840
R000926,,12.998275,77.571598,13.001569,77.584981,Bengaluru,"{""highway"": 0.41, ""urban"": 0.58, ""local"": 0.01}",3,0.915,5.15,7.45,2,26,41.48,evening,Thursday,292.4,72.7,5.68,2025-11-13T11:00:07.371869
R000927,,13.039782,80.286747,13.046696,80.280612,Chennai,"{""highway"": 0.07, ""urban"": 0.67, ""local"": 0.26}",71,0.388,36.39,57.3,2,52,38.1,evening,Monday,108.3,43.1,0.3,2025-11-13T11:00:07.371899
R000928,,13.127933,80.262616,13.131254,80.304777,Chennai,"{""highway"": 0.65, ""urban"": 0.3, ""local"": 0.05}",8,0.126,27.59,43.49,3,38,38.06,evening,Wednesday,154.8,64.5,0.56,2025-11-13T11:00:07.371930
R000929,,28.599191,77.172295,28.651836,77.252645,Delhi,"{""highway"": 0.44, ""urban"": 0.53, ""local"": 0.03}",14,0.126,12.0,21.25,4,83,33.88,evening,Monday,290.1,21.0,2.42,2025-11-13T11:00:07.371956
R000930,,19.11997,72.850386,19.03087,72.835272,Mumbai,"{""highway"": 0.31, ""urban"": 0.28, ""local"": 0.41}",37,0.726,50.88,178.57,4,18,17.1,evening,Friday,114.1,38.7,0.22,2025-11-13T11:00:07.371982
R000931,,19.085911,72.880854,19.052287,72.863349,Mumbai,"{""highway"": 0.15, ""urban"": 0.42, ""local"": 0.43}",51,0.96,56.23,110.99,3,32,30.4,evening,Sunday,193.7,69.5,0.34,2025-11-13T11:00:07.372025
R000932,,12.928051,77.586819,13.015978,77.580152,Bengaluru,"{""highway"": 0.38, ""urban"": 0.51, ""local"": 0.11}",31,0.649,48.18,85.51,2,86,33.81,evening,Saturday,171.7,103.7,0.36,2025-11-13T11:00:07.372050
R000933,,13.044786,80.295226,13.119471,80.274224,Chennai,"{""highway"": 0.03, ""urban"": 0.27, ""local"": 0.7}",12,0.387,7.02,10.71,1,53,39.33,afternoon,Wednesday,184.4,60.2,2.63,2025-11-13T11:00:07.372075
R000934,,13.012609,77.578425,12.962931,77.634856,Bengaluru,"{""highway"": 0.51, ""urban"": 0.27, ""local"": 0.22}",70,0.737,27.16,72.09,4,28,22.61,morning,Tuesday,119.0,103.3,0.44,2025-11-13T11:00:07.372118
R000935,,12.937991,77.628587,12.92709,77.568158,Bengaluru,"{""highway"": 0.58, ""urban"": 0.29, ""local"": 0.13}",22,0.907,27.07,85.26,2,25,19.05,afternoon,Sunday,326.0,242.9,1.2,2025-11-13T11:00:07.372151
R000936,,18.544581,73.82847,18.514196,73.891748,Pune,"{""highway"": 0.7, ""urban"": 0.3, ""local"": 0.0}",17,0.733,20.02,55.55,3,60,21.62,morning,Friday,309.0,146.4,1.54,2025-11-13T11:00:07.372183
R000937,,13.109752,80.298059,13.0797,80.270728,Chennai,"{""highway"": 0.61, ""urban"": 0.25, ""local"": 0.14}",81,0.924,39.72,39.83,2,60,59.83,morning,Thursday,299.6,117.4,0.75,2025-11-13T11:00:07.372221
R000938,,17.350572,78.44069,17.388675,78.482979,Hyderabad,"{""highway"": 0.06, ""urban"": 0.91, ""local"": 0.03}",4,0.473,1.82,2.52,2,60,43.33,morning,Thursday,337.5,275.4,18.54,2025-11-13T11:00:07.372248
R000939,,12.957264,77.575249,12.929567,77.555907,Bengaluru,"{""highway"": 0.68, ""urban"": 0.29, ""local"": 0.03}",29,0.584,27.49,29.6,5,36,55.72,evening,Sunday,233.6,108.7,0.85,2025-11-13T11:00:07.372280
R000940,,19.087036,72.876445,19.109444,72.896614,Mumbai,"{""highway"": 0.23, ""urban"": 0.27, ""local"": 0.5}",67,0.121,32.01,45.61,5,40,42.11,evening,Friday,145.0,68.3,0.45,2025-11-13T11:00:07.372313
R000941,,18.484694,73.868087,18.509454,73.839291,Pune,"{""highway"": 0.27, ""urban"": 0.47, ""local"": 0.26}",44,0.978,28.81,111.71,2,15,15.47,morning,Tuesday,54.2,51.4,0.19,2025-11-13T11:00:07.372371
R000942,,13.11365,80.299376,13.07679,80.279151,Chennai,"{""highway"": 0.68, ""urban"": 0.29, ""local"": 0.03}",10,0.869,9.33,16.03,5,82,34.92,morning,Monday,60.1,57.9,0.64,2025-11-13T11:00:07.372416
R000943,,18.536387,73.824796,18.51035,73.898006,Pune,"{""highway"": 0.54, ""urban"": 0.31, ""local"": 0.15}",37,0.777,52.97,158.42,5,77,20.06,afternoon,Monday,304.9,2.5,0.58,2025-11-13T11:00:07.372466
R000944,,17.371064,78.485616,17.383296,78.458509,Hyderabad,"{""highway"": 0.58, ""urban"": 0.34, ""local"": 0.08}",23,0.913,22.97,25.48,2,66,54.09,afternoon,Tuesday,104.7,98.2,0.46,2025-11-13T11:00:07.372493
R000945,,28.630005,77.22768,28.660114,77.23801,Delhi,"{""highway"": 0.68, ""urban"": 0.24, ""local"": 0.08}",43,0.895,52.71,165.44,5,49,19.12,afternoon,Sunday,175.7,53.2,0.33,2025-11-13T11:00:07.372517
R000946,,17.411982,78.446308,17.40779,78.482952,Hyderabad,"{""highway"": 0.51, ""urban"": 0.27, ""local"": 0.22}",22,0.969,11.3,23.58,2,32,28.75,afternoon,Sunday,24.1,7.7,0.21,2025-11-13T11:00:07.372547
R000947,,17.355786,78.496824,17.407271,78.489764,Hyderabad,"{""highway"": 0.68, ""urban"": 0.28, ""local"": 0.04}",109,0.055,53.08,139.91,3,71,22.76,afternoon,Tuesday,8.9,6.5,0.02,2025-11-13T11:00:07.372574
R000948,,28.586113,77.243058,28.649817,77.224922,Delhi,"{""highway"": 0.68, ""urban"": 0.22, ""local"": 0.1}",4,0.422,7.95,19.25,0,27,24.78,afternoon,Tuesday,76.3,8.5,0.96,2025-11-13T11:00:07.372608
R000949,,12.93428,77.634792,12.925861,77.579045,Bengaluru,"{""highway"": 0.07, ""urban"": 0.65, ""local"": 0.28}",23,0.757,10.5,26.35,3,66,23.91,morning,Wednesday,110.2,35.0,1.05,2025-11-13T11:00:07.372642
R000950,,18.560131,73.886139,18.472758,73.824144,Pune,"{""highway"": 0.0, ""urban"": 0.9, ""local"": 0.1}",55,0.261,38.05,80.53,0,39,28.35,evening,Wednesday,6.5,6.3,0.02,2025-11-13T11:00:07.372668
R000951,,18.498355,73.823567,18.546045,73.900522,Pune,"{""highway"": 0.2, ""urban"": 0.57, ""local"": 0.23}",171,0.082,57.87,121.22,4,39,28.64,morning,Sunday,61.3,13.7,0.11,2025-11-13T11:00:07.372699
R000952,,17.407081,78.501969,17.368574,78.530356,Hyderabad,"{""highway"": 0.05, ""urban"": 0.34, ""local"": 0.61}",11,0.612,18.64,34.49,3,51,32.43,afternoon,Friday,76.0,27.6,0.41,2025-11-13T11:00:07.372725
R000953,,12.955148,77.599181,12.977421,77.577359,Bengaluru,"{""highway"": 0.21, ""urban"": 0.75, ""local"": 0.04}",57,0.555,29.63,79.1,4,67,22.48,evening,Thursday,297.0,12.9,1.0,2025-11-13T11:00:07.372763
R000954,,19.05943,72.852579,19.069676,72.921631,Mumbai,"{""highway"": 0.31, ""urban"": 0.52, ""local"": 0.17}",8,0.906,25.37,34.96,1,15,43.54,afternoon,Friday,217.6,39.6,0.86,2025-11-13T11:00:07.372791
R000955,,19.103388,72.867701,19.099258,72.876992,Mumbai,"{""highway"": 0.13, ""urban"": 0.25, ""local"": 0.62}",57,0.382,24.47,59.46,3,88,24.69,morning,Friday,112.3,23.6,0.46,2025-11-13T11:00:07.372824
R000956,,13.085523,80.224229,13.082203,80.22927,Chennai,"{""highway"": 0.2, ""urban"": 0.75, ""local"": 0.05}",133,0.424,49.25,99.75,1,39,29.62,morning,Saturday,132.1,62.9,0.27,2025-11-13T11:00:07.372864
R000957,,28.63918,77.255074,28.614133,77.22416,Delhi,"{""highway"": 0.01, ""urban"": 0.59, ""local"": 0.4}",6,0.629,50.49,75.42,3,70,40.17,evening,Saturday,232.6,113.4,0.46,2025-11-13T11:00:07.372898
R000958,,28.606506,77.216994,28.587413,77.165743,Delhi,"{""highway"": 0.25, ""urban"": 0.68, ""local"": 0.07}",69,0.419,50.34,106.74,5,25,28.3,afternoon,Monday,105.1,90.6,0.21,2025-11-13T11:00:07.372931
R000959,,13.06066,80.238948,13.107411,80.248073,Chennai,"{""highway"": 0.35, ""urban"": 0.21, ""local"": 0.44}",15,0.351,33.35,81.89,3,92,24.44,evening,Tuesday,209.5,114.1,0.63,2025-11-13T11:00:07.372956
R000960,,13.055053,80.276884,13.130556,80.250414,Chennai,"{""highway"": 0.18, ""urban"": 0.62, ""local"": 0.2}",16,0.401,53.4,106.33,0,32,30.13,afternoon,Wednesday,65.5,23.4,0.12,2025-11-13T11:00:07.372981
R000961,,17.352633,78.475849,17.434373,78.451565,Hyderabad,"{""highway"": 0.09, ""urban"": 0.67, ""local"": 0.24}",37,0.484,25.33,60.22,3,14,25.24,morning,Friday,141.8,51.1,0.56,2025-11-13T11:00:07.373008
R000962,,13.001981,77.63081,13.007902,77.554977,Bengaluru,"{""highway"": 0.64, ""urban"": 0.31, ""local"": 0.05}",56,0.957,19.87,31.46,1,67,37.9,evening,Wednesday,325.7,188.2,1.64,2025-11-13T11:00:07.373032
R000963,,18.565108,73.823025,18.514901,73.876852,Pune,"{""highway"": 0.36, ""urban"": 0.25, ""local"": 0.39}",96,0.669,34.31,74.55,4,58,27.61,morning,Tuesday,272.4,183.6,0.79,2025-11-13T11:00:07.373082
R000964,,13.043881,80.261148,13.061212,80.268453,Chennai,"{""highway"": 0.3, ""urban"": 0.21, ""local"": 0.49}",47,0.386,39.4,59.35,0,33,39.83,morning,Monday,192.4,6.5,0.49,2025-11-13T11:00:07.373119
R000965,,13.110515,80.256232,13.078496,80.296166,Chennai,"{""highway"": 0.14, ""urban"": 0.28, ""local"": 0.58}",107,0.865,37.75,57.82,4,77,39.17,morning,Wednesday,145.9,64.8,0.39,2025-11-13T11:00:07.373152
R000966,,12.995029,77.612592,12.93655,77.569164,Bengaluru,"{""highway"": 0.05, ""urban"": 0.48, ""local"": 0.47}",134,0.643,54.26,81.28,1,32,40.05,morning,Thursday,18.2,15.2,0.03,2025-11-13T11:00:07.373189
R000967,,13.042471,80.283942,13.098482,80.315426,Chennai,"{""highway"": 0.42, ""urban"": 0.31, ""local"": 0.27}",3,0.371,4.82,5.61,5,88,51.55,morning,Sunday,324.0,5.6,6.72,2025-11-13T11:00:07.373215
R000968,,17.386486,78.514411,17.423839,78.513557,Hyderabad,"{""highway"": 0.67, ""urban"": 0.22, ""local"": 0.11}",52,0.757,28.54,70.38,5,59,24.33,morning,Wednesday,238.9,144.3,0.84,2025-11-13T11:00:07.373240
R000969,,18.534703,73.90499,18.527045,73.81874,Pune,"{""highway"": 0.09, ""urban"": 0.85, ""local"": 0.06}",95,0.209,37.75,118.64,2,63,19.09,evening,Thursday,43.4,13.7,0.11,2025-11-13T11:00:07.373281
R000970,,13.097556,80.313439,13.078048,80.31527,Chennai,"{""highway"": 0.17, ""urban"": 0.58, ""local"": 0.25}",4,0.058,2.27,4.94,2,50,27.57,morning,Friday,321.8,32.9,14.18,2025-11-13T11:00:07.373307
R000971,,17.361224,78.454695,17.386123,78.49373,Hyderabad,"{""highway"": 0.49, ""urban"": 0.26, ""local"": 0.25}",20,0.219,48.31,95.47,5,55,30.36,morning,Tuesday,349.8,71.9,0.72,2025-11-13T11:00:07.373352
R000972,,13.050747,80.306633,13.08271,80.266087,Chennai,"{""highway"": 0.14, ""urban"": 0.29, ""local"": 0.57}",12,0.475,5.28,6.44,1,87,49.19,afternoon,Friday,229.5,173.5,4.35,2025-11-13T11:00:07.373378
R000973,,19.093175,72.87245,19.057978,72.892555,Mumbai,"{""highway"": 0.21, ""urban"": 0.48, ""local"": 0.31}",4,0.42,7.58,16.59,0,19,27.41,evening,Wednesday,222.8,111.0,2.94,2025-11-13T11:00:07.373407
R000974,,18.558164,73.83741,18.508454,73.844251,Pune,"{""highway"": 0.28, ""urban"": 0.37, ""local"": 0.35}",32,0.356,56.91,187.03,5,37,18.26,morning,Friday,35.2,9.3,0.06,2025-11-13T11:00:07.373463
R000975,,17.399235,78.449624,17.390981,78.511895,Hyderabad,"{""highway"": 0.48, ""urban"": 0.47, ""local"": 0.05}",45,0.968,53.19,196.74,0,74,16.22,afternoon,Wednesday,319.0,263.5,0.6,2025-11-13T11:00:07.373492
R000976,,19.10681,72.829948,19.100664,72.92713,Mumbai,"{""highway"": 0.09, ""urban"": 0.9, ""local"": 0.01}",107,0.083,46.5,55.87,2,21,49.94,afternoon,Thursday,223.0,83.9,0.48,2025-11-13T11:00:07.373528
R000977,,12.98703,77.582922,12.975305,77.64072,Bengaluru,"{""highway"": 0.52, ""urban"": 0.41, ""local"": 0.07}",35,0.041,13.72,37.59,1,53,21.9,afternoon,Sunday,264.4,248.9,1.93,2025-11-13T11:00:07.373553
R000978,,19.0539,72.89829,19.042888,72.847799,Mumbai,"{""highway"": 0.64, ""urban"": 0.28, ""local"": 0.08}",66,0.519,22.96,35.03,0,61,39.33,morning,Monday,327.9,312.3,1.43,2025-11-13T11:00:07.373578
R000979,,17.352608,78.51062,17.366195,78.511114,Hyderabad,"{""highway"": 0.57, ""urban"": 0.27, ""local"": 0.16}",7,0.574,6.01,13.29,3,20,27.13,morning,Wednesday,155.1,83.2,2.58,2025-11-13T11:00:07.373606
R000980,,28.603114,77.209549,28.627786,77.193484,Delhi,"{""highway"": 0.0, ""urban"": 0.86, ""local"": 0.14}",70,0.085,28.86,35.58,2,85,48.67,morning,Wednesday,273.6,183.9,0.95,2025-11-13T11:00:07.373633
R000981,,17.432237,78.449874,17.360146,78.508308,Hyderabad,"{""highway"": 0.16, ""urban"": 0.83, ""local"": 0.01}",7,0.101,53.0,98.78,1,60,32.19,evening,Thursday,281.5,54.9,0.53,2025-11-13T11:00:07.373657
R000982,,13.117471,80.226705,13.033387,80.268429,Chennai,"{""highway"": 0.44, ""urban"": 0.24, ""local"": 0.32}",4,0.822,6.07,9.9,0,29,36.79,evening,Thursday,177.8,170.7,2.93,2025-11-13T11:00:07.373695
R000983,,19.10875,72.888046,19.125564,72.841291,Mumbai,"{""highway"": 0.63, ""urban"": 0.29, ""local"": 0.08}",103,0.754,49.07,176.28,4,14,16.7,afternoon,Friday,249.6,192.3,0.51,2025-11-13T11:00:07.373731
R000984,,17.36641,78.493267,17.342458,78.437038,Hyderabad,"{""highway"": 0.35, ""urban"": 0.26, ""local"": 0.39}",114,0.536,39.36,78.51,0,16,30.08,afternoon,Monday,150.7,6.2,0.38,2025-11-13T11:00:07.373758
R000985,,18.563659,73.83528,18.54628,73.898341,Pune,"{""highway"": 0.19, ""urban"": 0.24, ""local"": 0.57}",5,0.086,13.8,33.56,3,82,24.67,afternoon,Wednesday,308.4,109.2,2.23,2025-11-13T11:00:07.373787
R000986,,17.374658,78.531155,17.377403,78.492869,Hyderabad,"{""highway"": 0.18, ""urban"": 0.56, ""local"": 0.26}",40,0.529,28.67,65.52,0,73,26.25,afternoon,Tuesday,119.5,38.3,0.42,2025-11-13T11:00:07.373815
R000987,,19.093858,72.8526,19.102982,72.833494,Mumbai,"{""highway"": 0.31, ""urban"": 0.41, ""local"": 0.28}",12,0.864,29.98,115.91,5,14,15.52,afternoon,Monday,49.2,40.7,0.16,2025-11-13T11:00:07.373853
R000988,,13.053475,80.250213,13.117555,80.224547,Chennai,"{""highway"": 0.51, ""urban"": 0.3, ""local"": 0.19}",33,0.998,26.88,78.64,0,11,20.51,morning,Monday,264.7,88.7,0.98,2025-11-13T11:00:07.373879
R000989,,17.416082,78.481917,17.417175,78.473015,Hyderabad,"{""highway"": 0.1, ""urban"": 0.5, ""local"": 0.4}",139,0.22,55.57,137.21,1,70,24.3,morning,Saturday,37.8,31.7,0.07,2025-11-13T11:00:07.373916
R000990,,12.935858,77.566873,13.005401,77.614343,Bengaluru,"{""highway"": 0.19, ""urban"": 0.34, ""local"": 0.47}",17,0.568,14.04,30.74,3,94,27.4,morning,Tuesday,137.6,84.4,0.98,2025-11-13T11:00:07.373949
R000991,,19.102034,72.925129,19.061409,72.832928,Mumbai,"{""highway"": 0.43, ""urban"": 0.28, ""local"": 0.29}",104,0.999,46.24,63.31,3,57,43.82,afternoon,Wednesday,296.9,109.3,0.64,2025-11-13T11:00:07.373984
R000992,,19.074759,72.891873,19.04666,72.921344,Mumbai,"{""highway"": 0.51, ""urban"": 0.21, ""local"": 0.28}",39,0.459,14.91,36.06,4,34,24.81,evening,Tuesday,149.9,140.0,1.01,2025-11-13T11:00:07.374020
R000993,,13.104118,80.257956,13.061294,80.247293,Chennai,"{""highway"": 0.49, ""urban"": 0.36, ""local"": 0.15}",10,0.344,5.87,19.16,0,85,18.38,morning,Tuesday,260.2,197.9,4.43,2025-11-13T11:00:07.374045
R000994,,13.095464,80.286899,13.04824,80.273665,Chennai,"{""highway"": 0.28, ""urban"": 0.49, ""local"": 0.23}",2,0.851,1.25,2.68,1,45,27.99,morning,Saturday,47.7,45.6,3.82,2025-11-13T11:00:07.374078
R000995,,28.6587,77.24848,28.58043,77.247437,Delhi,"{""highway"": 0.05, ""urban"": 0.23, ""local"": 0.72}",56,0.952,53.2,174.8,5,14,18.26,morning,Friday,236.8,229.5,0.45,2025-11-13T11:00:07.374115
R000996,,13.050709,80.302485,13.041345,80.258213,Chennai,"{""highway"": 0.41, ""urban"": 0.53, ""local"": 0.06}",13,0.639,8.79,15.25,0,96,34.58,morning,Saturday,110.9,21.6,1.26,2025-11-13T11:00:07.374152
R000997,,28.61957,77.182321,28.65444,77.181467,Delhi,"{""highway"": 0.62, ""urban"": 0.25, ""local"": 0.13}",105,0.839,54.14,138.54,0,78,23.45,morning,Tuesday,79.5,26.3,0.15,2025-11-13T11:00:07.374185
R000998,,13.115161,80.278103,13.080574,80.257609,Chennai,"{""highway"": 0.32, ""urban"": 0.49, ""local"": 0.19}",40,0.736,23.11,32.27,1,44,42.97,afternoon,Tuesday,91.0,15.8,0.39,2025-11-13T11:00:07.374216
R000999,,18.474717,73.859842,18.533119,73.822652,Pune,"{""highway"": 0.1, ""urban"": 0.28, ""local"": 0.62}",90,0.644,42.01,85.65,5,55,29.43,morning,Saturday,274.0,11.0,0.65,2025-11-13T11:00:07.374250
R001000,,12.94288,77.553198,13.000031,77.625381,Bengaluru,"{""highway"": 0.02, ""urban"": 0.49, ""local"": 0.49}",18,0.996,46.22,49.08,1,23,56.5,morning,Tuesday,166.8,114.4,0.36,2025-11-13T11:00:07.374281
R001001,,18.55088,73.87024,18.514325,73.826056,Pune,"{""highway"": 0.26, ""urban"": 0.29, ""local"": 0.45}",14,0.785,28.51,81.44,0,36,21.0,morning,Wednesday,239.5,227.8,0.84,2025-11-13T11:00:07.374310
R001002,,19.026259,72.916146,19.034298,72.833883,Mumbai,"{""highway"": 0.23, ""urban"": 0.71, ""local"": 0.06}",18,0.231,17.07,27.8,1,50,36.84,afternoon,Saturday,325.6,22.9,1.91,2025-11-13T11:00:07.374350
R001003,,13.060657,80.273623,13.121189,80.255324,Chennai,"{""highway"": 0.45, ""urban"": 0.41, ""local"": 0.14}",7,0.899,33.03,108.69,2,92,18.23,afternoon,Monday,181.3,120.0,0.55,2025-11-13T11:00:07.374375
R001004,,19.088186,72.89612,19.044495,72.834215,Mumbai,"{""highway"": 0.54, ""urban"": 0.26, ""local"": 0.2}",25,0.061,59.0,67.83,5,58,52.19,afternoon,Monday,255.8,72.4,0.43,2025-11-13T11:00:07.374407
R001005,,13.065932,80.236128,13.097734,80.304209,Chennai,"{""highway"": 0.55, ""urban"": 0.38, ""local"": 0.07}",17,0.376,43.38,60.59,4,72,42.96,morning,Saturday,122.1,15.5,0.28,2025-11-13T11:00:07.374436
R001006,,18.51096,73.871797,18.534264,73.844284,Pune,"{""highway"": 0.08, ""urban"": 0.59, ""local"": 0.33}",7,0.864,2.53,6.34,2,75,23.94,evening,Sunday,336.9,176.5,13.32,2025-11-13T11:00:07.374461
R001007,,28.659282,77.186888,28.647343,77.17758,Delhi,"{""highway"": 0.36, ""urban"": 0.58, ""local"": 0.06}",17,0.61,20.43,54.26,1,97,22.59,morning,Tuesday,64.2,54.7,0.31,2025-11-13T11:00:07.374487
R001008,,28.663717,77.213429,28.653017,77.185553,Delhi,"{""highway"": 0.54, ""urban"": 0.31, ""local"": 0.15}",12,0.8,4.98,17.66,3,39,16.92,morning,Tuesday,131.9,43.1,2.65,2025-11-13T11:00:07.374520
R001009,,17.426555,78.441718,17.384729,78.500176,Hyderabad,"{""highway"": 0.51, ""urban"": 0.28, ""local"": 0.21}",51,0.984,47.76,72.76,1,29,39.38,morning,Friday,282.4,52.5,0.59,2025-11-13T11:00:07.374562
R001010,,12.945251,77.552612,12.955402,77.631845,Bengaluru,"{""highway"": 0.23, ""urban"": 0.4, ""local"": 0.37}",42,0.844,14.96,19.18,1,65,46.8,evening,Wednesday,211.3,159.9,1.41,2025-11-13T11:00:07.374611
R001011,,28.594881,77.172291,28.566772,77.17601,Delhi,"{""highway"": 0.13, ""urban"": 0.32, ""local"": 0.55}",102,0.901,39.72,76.26,5,35,31.25,afternoon,Monday,177.4,145.3,0.45,2025-11-13T11:00:07.374646
R001012,,19.08281,72.84577,19.070373,72.920118,Mumbai,"{""highway"": 0.14, ""urban"": 0.35, ""local"": 0.51}",112,0.775,52.46,144.13,3,6,21.84,morning,Saturday,307.2,281.0,0.59,2025-11-13T11:00:07.374677
